runID,stateName,Hs,Tp,phaseSeed,split,faultName,severity,sourceFile,processedFile,nRawSamples,nPostRampSamples,nPreparedSamples,rawFs_Hz,preparedFs_Hz,surgeEnergyAtOrBelow2Hz,heaveEnergyAtOrBelow2Hz,pitchEnergyAtOrBelow2Hz,relDispEnergyAtOrBelow2Hz,relVelEnergyAtOrBelow2Hz,ptoForceEnergyAtOrBelow2Hz
93,State1_Calm,1.1,8.5,19,test,pto_damping_loss,0.6,run00093_seed019_sev060_Hs110_Tp850.csv,run00093_seed019_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999922333782,0.999997995866719,0.999997353328187,0.999998875477123,0.999997524548879,0.999997524548879
94,State1_Calm,1.1,8.5,19,test,pto_damping_loss,0.4,run00094_seed019_sev040_Hs110_Tp850.csv,run00094_seed019_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999223318875,0.999997955722025,0.999997343043589,0.999998903510232,0.999997532069569,0.999997532069568
95,State1_Calm,1.1,8.5,19,test,pto_damping_loss,0.2,run00095_seed019_sev020_Hs110_Tp850.csv,run00095_seed019_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999221229608,0.999997905207146,0.999997325802957,0.99999892667563,0.999997608210541,0.999997608210541
96,State1_Calm,1.1,8.5,20,test,healthy,1,run00096_seed020_sev100_Hs110_Tp850.csv,run00096_seed020_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998918434022,0.999998244864788,0.99999869634284,0.999997018338407,0.999998896338818,0.999998896338818
97,State1_Calm,1.1,8.5,20,test,pto_damping_loss,0.8,run00097_seed020_sev080_Hs110_Tp850.csv,run00097_seed020_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998931115623,0.999998261927294,0.999998713731364,0.999997012826467,0.999998850418574,0.999998850418574
98,State1_Calm,1.1,8.5,20,test,pto_damping_loss,0.6,run00098_seed020_sev060_Hs110_Tp850.csv,run00098_seed020_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999894671683,0.999998277290312,0.999998733858553,0.999997026924871,0.999998788879134,0.999998788879134
99,State1_Calm,1.1,8.5,20,test,pto_damping_loss,0.4,run00099_seed020_sev040_Hs110_Tp850.csv,run00099_seed020_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998965480222,0.999998288805854,0.999998755913159,0.999997071659616,0.999998701231536,0.999998701231535
100,State1_Calm,1.1,8.5,20,test,pto_damping_loss,0.2,run00100_seed020_sev020_Hs110_Tp850.csv,run00100_seed020_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998987398041,0.999998293681858,0.999998778042825,0.999997163826737,0.999998568080845,0.999998568080845
101,State2_Mild,1.5,6,1,train,healthy,1,run00101_seed001_sev100_Hs150_Tp600.csv,run00101_seed001_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998937958496,0.999997298192827,0.999998848591485,0.999998169369779,0.99999864257194,0.99999864257194
102,State2_Mild,1.5,6,1,train,pto_damping_loss,0.8,run00102_seed001_sev080_Hs150_Tp600.csv,run00102_seed001_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998945619574,0.999997203486173,0.999998867103168,0.999998114534735,0.999998645618306,0.999998645618306
103,State2_Mild,1.5,6,1,train,pto_damping_loss,0.6,run00103_seed001_sev060_Hs150_Tp600.csv,run00103_seed001_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998953081077,0.999997096679706,0.999998887048197,0.999998066494072,0.99999865362804,0.99999865362804
104,State2_Mild,1.5,6,1,train,pto_damping_loss,0.4,run00104_seed001_sev040_Hs150_Tp600.csv,run00104_seed001_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998957944951,0.99999697962354,0.999998908849951,0.999998031817066,0.999998677273849,0.999998677273849
105,State2_Mild,1.5,6,1,train,pto_damping_loss,0.2,run00105_seed001_sev020_Hs150_Tp600.csv,run00105_seed001_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998953342101,0.999996860417755,0.999998929652718,0.999998020074122,0.999998740169644,0.999998740169644
106,State2_Mild,1.5,6,2,train,healthy,1,run00106_seed002_sev100_Hs150_Tp600.csv,run00106_seed002_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998361003199,0.999998058570557,0.999998560216163,0.999999322179058,0.999997377237938,0.999997377237937
107,State2_Mild,1.5,6,2,train,pto_damping_loss,0.8,run00107_seed002_sev080_Hs150_Tp600.csv,run00107_seed002_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998376280898,0.999998066345291,0.999998596344426,0.999999317911459,0.999997331927058,0.999997331927058
108,State2_Mild,1.5,6,2,train,pto_damping_loss,0.6,run00108_seed002_sev060_Hs150_Tp600.csv,run00108_seed002_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998395263318,0.999998085470863,0.999998638444101,0.999999311106582,0.999997296626154,0.999997296626155
109,State2_Mild,1.5,6,2,train,pto_damping_loss,0.4,run00109_seed002_sev040_Hs150_Tp600.csv,run00109_seed002_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.99999841951719,0.999998123690492,0.999998685551421,0.999999299668202,0.999997289037812,0.999997289037812
110,State2_Mild,1.5,6,2,train,pto_damping_loss,0.2,run00110_seed002_sev020_Hs150_Tp600.csv,run00110_seed002_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998449960826,0.999998193982482,0.999998732682562,0.999999279356424,0.999997345707197,0.999997345707197
111,State2_Mild,1.5,6,3,train,healthy,1,run00111_seed003_sev100_Hs150_Tp600.csv,run00111_seed003_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998226465119,0.999998193993255,0.999997162905958,0.999999559126643,0.999998001465323,0.999998001465323
112,State2_Mild,1.5,6,3,train,pto_damping_loss,0.8,run00112_seed003_sev080_Hs150_Tp600.csv,run00112_seed003_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998254021933,0.999998268344739,0.999997245194149,0.999999541321283,0.999997981245999,0.999997981245999
113,State2_Mild,1.5,6,3,train,pto_damping_loss,0.6,run00113_seed003_sev060_Hs150_Tp600.csv,run00113_seed003_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998290735154,0.999998359943115,0.999997387017135,0.999999514103142,0.999997967848975,0.999997967848975
114,State2_Mild,1.5,6,3,train,pto_damping_loss,0.4,run00114_seed003_sev040_Hs150_Tp600.csv,run00114_seed003_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998337846519,0.99999847312161,0.999997631214368,0.99999947232765,0.999997964345336,0.999997964345336
115,State2_Mild,1.5,6,3,train,pto_damping_loss,0.2,run00115_seed003_sev020_Hs150_Tp600.csv,run00115_seed003_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998393874264,0.999998612277857,0.999998043006422,0.999999408129477,0.999997972793051,0.999997972793051
116,State2_Mild,1.5,6,4,train,healthy,1,run00116_seed004_sev100_Hs150_Tp600.csv,run00116_seed004_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998003588455,0.999997805308433,0.999998063957283,0.999998457571173,0.999996802486117,0.999996802486117
117,State2_Mild,1.5,6,4,train,pto_damping_loss,0.8,run00117_seed004_sev080_Hs150_Tp600.csv,run00117_seed004_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998020544129,0.999997812025403,0.999998011421381,0.999998388126445,0.999996799167177,0.999996799167177
118,State2_Mild,1.5,6,4,train,pto_damping_loss,0.6,run00118_seed004_sev060_Hs150_Tp600.csv,run00118_seed004_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998047156621,0.999997819109611,0.999997942335024,0.999998298597225,0.999996807862911,0.999996807862911
119,State2_Mild,1.5,6,4,train,pto_damping_loss,0.4,run00119_seed004_sev040_Hs150_Tp600.csv,run00119_seed004_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.9999980869814,0.999997822368873,0.9999978583128,0.999998184485015,0.999996832979156,0.999996832979156
120,State2_Mild,1.5,6,4,train,pto_damping_loss,0.2,run00120_seed004_sev020_Hs150_Tp600.csv,run00120_seed004_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998142088194,0.999997813857392,0.999997780291562,0.999998044469656,0.999996877830858,0.999996877830859
121,State2_Mild,1.5,6,5,train,healthy,1,run00121_seed005_sev100_Hs150_Tp600.csv,run00121_seed005_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998337440226,0.999997500407476,0.999998655364241,0.999998662278162,0.999998445168326,0.999998445168326
122,State2_Mild,1.5,6,5,train,pto_damping_loss,0.8,run00122_seed005_sev080_Hs150_Tp600.csv,run00122_seed005_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998306881498,0.999997509006696,0.99999867438829,0.999998674678311,0.999998365522592,0.999998365522592
123,State2_Mild,1.5,6,5,train,pto_damping_loss,0.6,run00123_seed005_sev060_Hs150_Tp600.csv,run00123_seed005_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998264622137,0.999997539467506,0.999998699926508,0.999998685523071,0.999998267061294,0.999998267061294
124,State2_Mild,1.5,6,5,train,pto_damping_loss,0.4,run00124_seed005_sev040_Hs150_Tp600.csv,run00124_seed005_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998205306772,0.999997605874183,0.99999873113594,0.999998692630558,0.999998140980039,0.999998140980039
125,State2_Mild,1.5,6,5,train,pto_damping_loss,0.2,run00125_seed005_sev020_Hs150_Tp600.csv,run00125_seed005_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998122344686,0.999997733242012,0.999998762573088,0.999998696427315,0.999997971784136,0.999997971784136
126,State2_Mild,1.5,6,6,train,healthy,1,run00126_seed006_sev100_Hs150_Tp600.csv,run00126_seed006_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.99999619516606,0.99999725916396,0.999997245218138,0.999998332348468,0.999997495069754,0.999997495069754
127,State2_Mild,1.5,6,6,train,pto_damping_loss,0.8,run00127_seed006_sev080_Hs150_Tp600.csv,run00127_seed006_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996159463016,0.999997268110401,0.99999722144544,0.999998347836811,0.999997511612431,0.999997511612431
128,State2_Mild,1.5,6,6,train,pto_damping_loss,0.6,run00128_seed006_sev060_Hs150_Tp600.csv,run00128_seed006_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996115517786,0.99999728347622,0.999997197863084,0.999998336390143,0.999997549365588,0.999997549365588
129,State2_Mild,1.5,6,6,train,pto_damping_loss,0.4,run00129_seed006_sev040_Hs150_Tp600.csv,run00129_seed006_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996064782342,0.999997305651976,0.999997178477883,0.999998280773449,0.999997622966148,0.999997622966149
130,State2_Mild,1.5,6,6,train,pto_damping_loss,0.2,run00130_seed006_sev020_Hs150_Tp600.csv,run00130_seed006_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996016487769,0.999997332758411,0.9999971752094,0.999998159947986,0.999997757710672,0.999997757710672
131,State2_Mild,1.5,6,7,train,healthy,1,run00131_seed007_sev100_Hs150_Tp600.csv,run00131_seed007_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999502112687,0.999997198251955,0.999999304407141,0.999996717339128,0.99999917889238,0.99999917889238
132,State2_Mild,1.5,6,7,train,pto_damping_loss,0.8,run00132_seed007_sev080_Hs150_Tp600.csv,run00132_seed007_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999503584669,0.999997116187459,0.999999311500216,0.999996692526579,0.999999160760808,0.999999160760809
133,State2_Mild,1.5,6,7,train,pto_damping_loss,0.6,run00133_seed007_sev060_Hs150_Tp600.csv,run00133_seed007_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.99999949943822,0.999997032438421,0.999999316441057,0.999996699897862,0.999999122485114,0.999999122485115
134,State2_Mild,1.5,6,7,train,pto_damping_loss,0.4,run00134_seed007_sev040_Hs150_Tp600.csv,run00134_seed007_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999481073586,0.999996955864369,0.999999317740456,0.999996759977276,0.999999051875181,0.999999051875181
135,State2_Mild,1.5,6,7,train,pto_damping_loss,0.2,run00135_seed007_sev020_Hs150_Tp600.csv,run00135_seed007_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999428316977,0.999996904849405,0.999999311735832,0.999996902574415,0.999998932063819,0.999998932063819
136,State2_Mild,1.5,6,8,train,healthy,1,run00136_seed008_sev100_Hs150_Tp600.csv,run00136_seed008_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998842536148,0.999997575140721,0.999999055654009,0.999997562918839,0.999998261401613,0.999998261401613
137,State2_Mild,1.5,6,8,train,pto_damping_loss,0.8,run00137_seed008_sev080_Hs150_Tp600.csv,run00137_seed008_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998825883027,0.999997565328134,0.999999089317882,0.999997451390945,0.999998325548086,0.999998325548086
138,State2_Mild,1.5,6,8,train,pto_damping_loss,0.6,run00138_seed008_sev060_Hs150_Tp600.csv,run00138_seed008_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998799742688,0.999997553045189,0.999999130680853,0.999997326650468,0.99999837971854,0.99999837971854
139,State2_Mild,1.5,6,8,train,pto_damping_loss,0.4,run00139_seed008_sev040_Hs150_Tp600.csv,run00139_seed008_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998757549158,0.999997536938704,0.999999176413294,0.99999719424345,0.999998407951397,0.999998407951397
140,State2_Mild,1.5,6,8,train,pto_damping_loss,0.2,run00140_seed008_sev020_Hs150_Tp600.csv,run00140_seed008_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998688551911,0.999997513837933,0.999999214929389,0.999997070320403,0.999998384898523,0.999998384898523
141,State2_Mild,1.5,6,9,train,healthy,1,run00141_seed009_sev100_Hs150_Tp600.csv,run00141_seed009_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997786490017,0.999997933287078,0.999998212868993,0.999998094891741,0.9999983655444,0.9999983655444
142,State2_Mild,1.5,6,9,train,pto_damping_loss,0.8,run00142_seed009_sev080_Hs150_Tp600.csv,run00142_seed009_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997834039854,0.999997874518222,0.999998165560303,0.999998073292101,0.999998398230526,0.999998398230526
143,State2_Mild,1.5,6,9,train,pto_damping_loss,0.6,run00143_seed009_sev060_Hs150_Tp600.csv,run00143_seed009_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997908767391,0.999997808294582,0.99999811070803,0.999998044011636,0.999998421158082,0.999998421158082
144,State2_Mild,1.5,6,9,train,pto_damping_loss,0.4,run00144_seed009_sev040_Hs150_Tp600.csv,run00144_seed009_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998025318164,0.99999773564939,0.999998050701124,0.999998001853215,0.99999841879416,0.99999841879416
145,State2_Mild,1.5,6,9,train,pto_damping_loss,0.2,run00145_seed009_sev020_Hs150_Tp600.csv,run00145_seed009_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998201700384,0.999997656361593,0.999997991445357,0.999997932627933,0.99999836445411,0.99999836445411
146,State2_Mild,1.5,6,10,train,healthy,1,run00146_seed010_sev100_Hs150_Tp600.csv,run00146_seed010_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998399130629,0.999998521922613,0.999998188188949,0.99999755864979,0.999998606560682,0.999998606560682
147,State2_Mild,1.5,6,10,train,pto_damping_loss,0.8,run00147_seed010_sev080_Hs150_Tp600.csv,run00147_seed010_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998417768174,0.999998581050019,0.999998251052868,0.999997538348199,0.999998663988713,0.999998663988713
148,State2_Mild,1.5,6,10,train,pto_damping_loss,0.6,run00148_seed010_sev060_Hs150_Tp600.csv,run00148_seed010_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998437524451,0.999998642966707,0.999998326660292,0.999997538187667,0.999998711023361,0.999998711023361
149,State2_Mild,1.5,6,10,train,pto_damping_loss,0.4,run00149_seed010_sev040_Hs150_Tp600.csv,run00149_seed010_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998457034306,0.999998707011708,0.999998419600552,0.999997572418265,0.999998736876149,0.999998736876149
150,State2_Mild,1.5,6,10,train,pto_damping_loss,0.2,run00150_seed010_sev020_Hs150_Tp600.csv,run00150_seed010_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998471170489,0.999998772610507,0.999998533205405,0.999997661673362,0.999998725275565,0.999998725275565
151,State2_Mild,1.5,6,11,train,healthy,1,run00151_seed011_sev100_Hs150_Tp600.csv,run00151_seed011_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998352160944,0.999997510943867,0.9999986594081,0.999998728199469,0.999998395788677,0.999998395788677
152,State2_Mild,1.5,6,11,train,pto_damping_loss,0.8,run00152_seed011_sev080_Hs150_Tp600.csv,run00152_seed011_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998332807306,0.999997507278501,0.999998680115669,0.999998743586611,0.99999842442746,0.999998424427459
153,State2_Mild,1.5,6,11,train,pto_damping_loss,0.6,run00153_seed011_sev060_Hs150_Tp600.csv,run00153_seed011_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998303125397,0.999997501359415,0.999998701791363,0.99999875548062,0.999998462130669,0.999998462130668
154,State2_Mild,1.5,6,11,train,pto_damping_loss,0.4,run00154_seed011_sev040_Hs150_Tp600.csv,run00154_seed011_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998258338334,0.999997491195124,0.999998723391255,0.999998765067832,0.99999851726937,0.999998517269369
155,State2_Mild,1.5,6,11,train,pto_damping_loss,0.2,run00155_seed011_sev020_Hs150_Tp600.csv,run00155_seed011_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998192367128,0.999997475584425,0.999998741311515,0.999998778083068,0.999998609669141,0.99999860966914
156,State2_Mild,1.5,6,12,train,healthy,1,run00156_seed012_sev100_Hs150_Tp600.csv,run00156_seed012_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996955874789,0.999997347143209,0.999997996990696,0.999997787600478,0.999998792544107,0.999998792544107
157,State2_Mild,1.5,6,12,train,pto_damping_loss,0.8,run00157_seed012_sev080_Hs150_Tp600.csv,run00157_seed012_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996896194847,0.999997337622962,0.999997970919231,0.999997796546142,0.999998766147789,0.999998766147789
158,State2_Mild,1.5,6,12,train,pto_damping_loss,0.6,run00158_seed012_sev060_Hs150_Tp600.csv,run00158_seed012_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996812065312,0.999997327617545,0.999997925618128,0.999997806341007,0.999998728053637,0.999998728053637
159,State2_Mild,1.5,6,12,train,pto_damping_loss,0.4,run00159_seed012_sev040_Hs150_Tp600.csv,run00159_seed012_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996694830471,0.999997321213921,0.999997847590648,0.99999782632869,0.999998672109885,0.999998672109885
160,State2_Mild,1.5,6,12,train,pto_damping_loss,0.2,run00160_seed012_sev020_Hs150_Tp600.csv,run00160_seed012_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999996538968596,0.999997330535849,0.999997717631673,0.999997876504307,0.999998589960044,0.999998589960043
161,State2_Mild,1.5,6,13,validation,healthy,1,run00161_seed013_sev100_Hs150_Tp600.csv,run00161_seed013_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998049234562,0.999997586610196,0.999999312167009,0.99999882496433,0.99999891022607,0.99999891022607
162,State2_Mild,1.5,6,13,validation,pto_damping_loss,0.8,run00162_seed013_sev080_Hs150_Tp600.csv,run00162_seed013_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998010595157,0.999997599309255,0.999999288533542,0.999998799846946,0.999998898662547,0.999998898662546
163,State2_Mild,1.5,6,13,validation,pto_damping_loss,0.6,run00163_seed013_sev060_Hs150_Tp600.csv,run00163_seed013_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997963303433,0.999997616141373,0.999999261821174,0.999998754648122,0.999998877619487,0.999998877619486
164,State2_Mild,1.5,6,13,validation,pto_damping_loss,0.4,run00164_seed013_sev040_Hs150_Tp600.csv,run00164_seed013_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997906047106,0.999997637241371,0.999999235430366,0.99999868182596,0.999998838410695,0.999998838410695
165,State2_Mild,1.5,6,13,validation,pto_damping_loss,0.2,run00165_seed013_sev020_Hs150_Tp600.csv,run00165_seed013_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.99999783922491,0.999997662165012,0.999999216743437,0.999998574448242,0.999998767516323,0.999998767516323
166,State2_Mild,1.5,6,14,validation,healthy,1,run00166_seed014_sev100_Hs150_Tp600.csv,run00166_seed014_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999039686604,0.999997616972994,0.999998489394964,0.999998468878646,0.999998323856608,0.999998323856608
167,State2_Mild,1.5,6,14,validation,pto_damping_loss,0.8,run00167_seed014_sev080_Hs150_Tp600.csv,run00167_seed014_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999032224642,0.999997515497333,0.999998534392683,0.999998369771062,0.999998363122841,0.999998363122841
168,State2_Mild,1.5,6,14,validation,pto_damping_loss,0.6,run00168_seed014_sev060_Hs150_Tp600.csv,run00168_seed014_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999018968603,0.999997389265678,0.999998580431323,0.999998251188546,0.999998393891402,0.999998393891401
169,State2_Mild,1.5,6,14,validation,pto_damping_loss,0.4,run00169_seed014_sev040_Hs150_Tp600.csv,run00169_seed014_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998996625172,0.999997229579676,0.999998630327182,0.999998106361579,0.999998402907113,0.999998402907113
170,State2_Mild,1.5,6,14,validation,pto_damping_loss,0.2,run00170_seed014_sev020_Hs150_Tp600.csv,run00170_seed014_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.99999895979077,0.999997023987043,0.999998693248458,0.999997926011131,0.999998361743692,0.999998361743692
171,State2_Mild,1.5,6,15,validation,healthy,1,run00171_seed015_sev100_Hs150_Tp600.csv,run00171_seed015_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997985384172,0.999998188961223,0.99999730950217,0.999998048689658,0.99999834470939,0.99999834470939
172,State2_Mild,1.5,6,15,validation,pto_damping_loss,0.8,run00172_seed015_sev080_Hs150_Tp600.csv,run00172_seed015_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997988901124,0.999998201030614,0.999997351011576,0.999998045387166,0.999998219567486,0.999998219567486
173,State2_Mild,1.5,6,15,validation,pto_damping_loss,0.6,run00173_seed015_sev060_Hs150_Tp600.csv,run00173_seed015_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997990585099,0.999998206485815,0.999997406484953,0.999998061370737,0.999998058538303,0.999998058538303
174,State2_Mild,1.5,6,15,validation,pto_damping_loss,0.4,run00174_seed015_sev040_Hs150_Tp600.csv,run00174_seed015_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997988518333,0.99999820084257,0.999997487087774,0.999998103986034,0.999997856382172,0.999997856382172
175,State2_Mild,1.5,6,15,validation,pto_damping_loss,0.2,run00175_seed015_sev020_Hs150_Tp600.csv,run00175_seed015_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997980187709,0.999998174276025,0.999997617839537,0.999998182356757,0.999997616654128,0.999997616654128
176,State2_Mild,1.5,6,16,validation,healthy,1,run00176_seed016_sev100_Hs150_Tp600.csv,run00176_seed016_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998272955417,0.999997672117536,0.999998094376781,0.999998165998119,0.999999391701315,0.999999391701315
177,State2_Mild,1.5,6,16,validation,pto_damping_loss,0.8,run00177_seed016_sev080_Hs150_Tp600.csv,run00177_seed016_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998275737749,0.999997692596971,0.999998108293212,0.999998220165484,0.999999331433488,0.999999331433487
178,State2_Mild,1.5,6,16,validation,pto_damping_loss,0.6,run00178_seed016_sev060_Hs150_Tp600.csv,run00178_seed016_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998274579852,0.999997736293356,0.999998116128263,0.999998300738069,0.999999262783104,0.999999262783104
179,State2_Mild,1.5,6,16,validation,pto_damping_loss,0.4,run00179_seed016_sev040_Hs150_Tp600.csv,run00179_seed016_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998266577154,0.999997817381139,0.999998115507861,0.99999841991916,0.999999187049209,0.999999187049209
180,State2_Mild,1.5,6,16,validation,pto_damping_loss,0.2,run00180_seed016_sev020_Hs150_Tp600.csv,run00180_seed016_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999998247463574,0.999997958658224,0.999998109911827,0.999998595195844,0.999999106501623,0.999999106501623
181,State2_Mild,1.5,6,17,test,healthy,1,run00181_seed017_sev100_Hs150_Tp600.csv,run00181_seed017_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999130633269,0.999998514815646,0.999999040328188,0.999998057189224,0.999999264385291,0.999999264385291
182,State2_Mild,1.5,6,17,test,pto_damping_loss,0.8,run00182_seed017_sev080_Hs150_Tp600.csv,run00182_seed017_sev080_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999136823051,0.99999855251657,0.999999037658735,0.999998054716742,0.99999920939107,0.99999920939107
183,State2_Mild,1.5,6,17,test,pto_damping_loss,0.6,run00183_seed017_sev060_Hs150_Tp600.csv,run00183_seed017_sev060_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999140594373,0.999998585778982,0.999999036505651,0.999998071176114,0.999999138506897,0.999999138506897
184,State2_Mild,1.5,6,17,test,pto_damping_loss,0.4,run00184_seed017_sev040_Hs150_Tp600.csv,run00184_seed017_sev040_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999999133172292,0.999998611925731,0.999999036319063,0.999998119805416,0.999999046817198,0.999999046817199
185,State2_Mild,1.5,6,17,test,pto_damping_loss,0.2,run00185_seed017_sev020_Hs150_Tp600.csv,run00185_seed017_sev020_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.99999909274542,0.99999863059783,0.99999903506562,0.999998226651438,0.99999892204659,0.99999892204659
186,State2_Mild,1.5,6,18,test,healthy,1,run00186_seed018_sev100_Hs150_Tp600.csv,run00186_seed018_sev100_Hs150_Tp600_5hz.csv,20001,19001,9501,10,5,0.999997711499158,0.999997829888628,0.999998719118431,0.999999029435876,0.999998823014128,0.999998823014128
