runID,stateName,Hs,Tp,stateProbability,phaseSeed,split,faultName,severity,Bfault_NsPm,csvPath,expectedDamping_NsPm,estimatedDamping_NsPm,relativeDampingError,forceLawMaxError_N,forceLawRelativeError,powerConsistencyError_W,completed
77,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00077_seed016_sev080_Hs110_Tp850.csv,960000,959999.999999998,2.18278728425503e-15,1.39698386192322e-09,2.61487836318335e-15,0,1
78,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00078_seed016_sev060_Hs110_Tp850.csv,720000,719999.999999997,4.68895046247376e-15,1.10594555735588e-09,2.53326848242453e-15,0,1
79,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00079_seed016_sev040_Hs110_Tp850.csv,480000,479999.999999999,2.5465851649642e-15,1.17870513349771e-09,3.67782390442156e-15,0,1
80,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00080_seed016_sev020_Hs110_Tp850.csv,240000,239999.999999999,3.15291496614615e-15,8.58562998473644e-10,4.77640671727347e-15,0,1
81,State1_Calm,1.1,8.5,0.177993,17,test,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00081_seed017_sev100_Hs110_Tp850.csv,1200000,1200000,1.74622982740402e-15,1.51339918375015e-09,2.38248644177508e-15,0,1
82,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00082_seed017_sev080_Hs110_Tp850.csv,960000,959999.999999999,1.2126596023639e-15,1.39698386192322e-09,2.61074350279909e-15,0,1
83,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00083_seed017_sev060_Hs110_Tp850.csv,720000,719999.999999997,3.88051072756449e-15,1.22236087918282e-09,2.8851329556433e-15,0,1
84,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00084_seed017_sev040_Hs110_Tp850.csv,480000,480000,2.42531920472781e-16,8.44011083245277e-10,2.83229552560464e-15,0,1
85,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00085_seed017_sev020_Hs110_Tp850.csv,240000,239999.999999999,3.63797880709171e-15,6.98491930961609e-10,4.42925943705777e-15,0,1
86,State1_Calm,1.1,8.5,0.177993,18,test,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00086_seed018_sev100_Hs110_Tp850.csv,1200000,1200000,3.68648519118627e-15,1.39698386192322e-09,2.56864899859255e-15,0,1
87,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00087_seed018_sev080_Hs110_Tp850.csv,960000,959999.999999998,1.94025536378225e-15,1.16415321826935e-09,2.53065310385142e-15,0,1
88,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00088_seed018_sev060_Hs110_Tp850.csv,720000,719999.999999996,5.33570225040118e-15,1.10594555735588e-09,2.96688724641667e-15,0,1
89,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00089_seed018_sev040_Hs110_Tp850.csv,480000,479999.999999999,1.69772344330947e-15,7.56699591875076e-10,2.80167193784552e-15,0,1
90,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00090_seed018_sev020_Hs110_Tp850.csv,240000,239999.999999999,3.15291496614615e-15,6.69388100504875e-10,4.53109192690377e-15,0,1
91,State1_Calm,1.1,8.5,0.177993,19,test,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00091_seed019_sev100_Hs110_Tp850.csv,1200000,1200000,1.35817875464757e-15,1.22236087918282e-09,2.43029734064817e-15,0,1
92,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00092_seed019_sev080_Hs110_Tp850.csv,960000,959999.999999999,7.27595761418343e-16,1.04773789644241e-09,2.45864401926232e-15,0,1
93,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00093_seed019_sev060_Hs110_Tp850.csv,720000,719999.999999998,2.91038304567337e-15,9.31322574615479e-10,2.69588460845543e-15,0,1
94,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00094_seed019_sev040_Hs110_Tp850.csv,480000,480000,9.70127681891124e-16,7.8580342233181e-10,3.15910227707366e-15,0,1
95,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00095_seed019_sev020_Hs110_Tp850.csv,240000,239999.999999999,2.5465851649642e-15,7.33166416466702e-10,5.46484370884178e-15,0,1
96,State1_Calm,1.1,8.5,0.177993,20,test,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00096_seed020_sev100_Hs110_Tp850.csv,1200000,1200000,1.5522042910258e-15,1.51339918375015e-09,2.54956177735816e-15,0,1
97,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00097_seed020_sev080_Hs110_Tp850.csv,960000,959999.999999998,2.30405324449142e-15,1.28056854009628e-09,2.52706169240135e-15,0,1
98,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00098_seed020_sev060_Hs110_Tp850.csv,720000,720000,4.85063840945562e-16,1.10594555735588e-09,2.72030567367243e-15,0,1
99,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00099_seed020_sev040_Hs110_Tp850.csv,480000,479999.999999999,2.5465851649642e-15,9.60426405072212e-10,3.2618521757943e-15,0,1
100,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00100_seed020_sev020_Hs110_Tp850.csv,240000,239999.999999999,2.66785112520059e-15,8.29459168016911e-10,5.15022842905277e-15,0,1
101,State2_Mild,1.5,6,0.248189,1,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00101_seed001_sev100_Hs150_Tp600.csv,1200000,1200000,2.3283064365387e-15,1.86264514923096e-09,2.62159564398077e-15,0,1
102,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00102_seed001_sev080_Hs150_Tp600.csv,960000,959999.999999998,1.69772344330947e-15,1.74622982740402e-09,2.75146461478237e-15,0,1
103,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00103_seed001_sev060_Hs150_Tp600.csv,720000,719999.999999998,2.91038304567337e-15,1.62981450557709e-09,3.02486759301216e-15,0,1
104,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00104_seed001_sev040_Hs150_Tp600.csv,480000,479999.999999999,2.42531920472781e-15,1.38243194669485e-09,3.35812257487577e-15,0,1
105,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00105_seed001_sev020_Hs150_Tp600.csv,240000,239999.999999999,2.78911708543698e-15,1.39698386192322e-09,5.79147549614608e-15,0,1
106,State2_Mild,1.5,6,0.248189,2,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00106_seed002_sev100_Hs150_Tp600.csv,1200000,1200000,1.94025536378225e-15,1.97906047105789e-09,2.60030675719259e-15,0,1
107,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00107_seed002_sev080_Hs150_Tp600.csv,960000,959999.999999998,1.81898940354586e-15,1.74622982740402e-09,2.6077506823362e-15,0,1
108,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00108_seed002_sev060_Hs150_Tp600.csv,720000,719999.999999999,1.45519152283669e-15,1.51339918375015e-09,2.69976454400302e-15,0,1
109,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00109_seed002_sev040_Hs150_Tp600.csv,480000,479999.999999998,4.36557456851006e-15,1.4915713109076e-09,3.49781340976964e-15,0,1
110,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00110_seed002_sev020_Hs150_Tp600.csv,240000,240000,1.2126596023639e-15,1.42608769237995e-09,5.62900091682935e-15,0,1
111,State2_Mild,1.5,6,0.248189,3,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00111_seed003_sev100_Hs150_Tp600.csv,1200000,1200000,5.82076609134674e-16,2.21189111471176e-09,2.69108074039342e-15,0,1
112,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00112_seed003_sev080_Hs150_Tp600.csv,960000,959999.999999997,2.66785112520059e-15,1.86264514923096e-09,2.49624072275054e-15,0,1
113,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00113_seed003_sev060_Hs150_Tp600.csv,720000,719999.999999999,1.45519152283669e-15,1.74622982740402e-09,2.70003483084041e-15,0,1
114,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00114_seed003_sev040_Hs150_Tp600.csv,480000,479999.999999999,1.94025536378225e-15,1.57160684466362e-09,3.08621158807396e-15,0,1
115,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00115_seed003_sev020_Hs150_Tp600.csv,240000,239999.999999999,2.5465851649642e-15,2.12457962334156e-09,6.93291779946308e-15,0,1
116,State2_Mild,1.5,6,0.248189,4,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00116_seed004_sev100_Hs150_Tp600.csv,1200000,1200000,3.29843411842982e-15,1.97906047105789e-09,2.65163398680175e-15,0,1
117,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00117_seed004_sev080_Hs150_Tp600.csv,960000,959999.999999998,1.94025536378225e-15,1.86264514923096e-09,2.74104928192967e-15,0,1
118,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00118_seed004_sev060_Hs150_Tp600.csv,720000,719999.999999997,3.71882278058264e-15,1.51339918375015e-09,2.56794454253436e-15,0,1
119,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00119_seed004_sev040_Hs150_Tp600.csv,480000,480000,1.2126596023639e-16,1.28056854009628e-09,2.77331464948096e-15,0,1
120,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00120_seed004_sev020_Hs150_Tp600.csv,240000,239999.999999999,3.63797880709171e-15,1.27693056128919e-09,4.64310807001323e-15,0,1
121,State2_Mild,1.5,6,0.248189,5,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00121_seed005_sev100_Hs150_Tp600.csv,1200000,1200000,9.70127681891124e-16,1.86264514923096e-09,2.57799875235278e-15,0,1
122,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00122_seed005_sev080_Hs150_Tp600.csv,960000,959999.999999997,2.66785112520059e-15,1.86264514923096e-09,2.86492458055888e-15,0,1
123,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00123_seed005_sev060_Hs150_Tp600.csv,720000,719999.999999999,1.94025536378225e-15,1.45519152283669e-09,2.61767556666119e-15,0,1
124,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00124_seed005_sev040_Hs150_Tp600.csv,480000,479999.999999998,4.36557456851006e-15,1.44063960760832e-09,3.36743457087633e-15,0,1
125,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00125_seed005_sev020_Hs150_Tp600.csv,240000,239999.999999999,3.51671284685532e-15,1.41517375595868e-09,5.65837050612288e-15,0,1
126,State2_Mild,1.5,6,0.248189,6,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00126_seed006_sev100_Hs150_Tp600.csv,1200000,1199999.99999999,4.46258733669917e-15,2.09547579288483e-09,2.66423636492451e-15,0,1
127,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00127_seed006_sev080_Hs150_Tp600.csv,960000,959999.999999999,6.06329801181952e-16,1.92085281014442e-09,2.75546297746592e-15,0,1
128,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00128_seed006_sev060_Hs150_Tp600.csv,720000,719999.999999998,2.1019433107641e-15,1.68802216649055e-09,2.85014398850741e-15,0,1
129,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00129_seed006_sev040_Hs150_Tp600.csv,480000,480000,1.2126596023639e-16,1.45519152283669e-09,3.21087873892367e-15,0,1
130,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00130_seed006_sev020_Hs150_Tp600.csv,240000,239999.999999999,4.24430860827367e-15,1.28056854009628e-09,4.75374628961266e-15,0,1
131,State2_Mild,1.5,6,0.248189,7,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00131_seed007_sev100_Hs150_Tp600.csv,1200000,1200000,3.1044085820516e-15,1.97906047105789e-09,2.48564311489681e-15,0,1
132,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00132_seed007_sev080_Hs150_Tp600.csv,960000,959999.999999997,2.66785112520059e-15,1.74622982740402e-09,2.44008889977762e-15,0,1
133,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00133_seed007_sev060_Hs150_Tp600.csv,720000,719999.999999999,1.61687946981854e-15,1.62981450557709e-09,2.66464172845521e-15,0,1
134,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00134_seed007_sev040_Hs150_Tp600.csv,480000,479999.999999999,2.78911708543698e-15,1.33877620100975e-09,2.83676838472048e-15,0,1
135,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00135_seed007_sev020_Hs150_Tp600.csv,240000,240000,1.2126596023639e-15,1.42608769237995e-09,5.10265604737865e-15,0,1
136,State2_Mild,1.5,6,0.248189,8,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00136_seed008_sev100_Hs150_Tp600.csv,1200000,1200000,9.70127681891124e-16,1.97906047105789e-09,2.56074482438164e-15,0,1
137,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00137_seed008_sev080_Hs150_Tp600.csv,960000,959999.999999997,3.39544688661893e-15,1.62981450557709e-09,2.38570414403641e-15,0,1
138,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00138_seed008_sev060_Hs150_Tp600.csv,720000,719999.999999997,4.85063840945562e-15,1.39698386192322e-09,2.44170611146609e-15,0,1
139,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00139_seed008_sev040_Hs150_Tp600.csv,480000,479999.999999998,3.51671284685532e-15,1.33877620100975e-09,3.10589765604993e-15,0,1
140,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00140_seed008_sev020_Hs150_Tp600.csv,240000,239999.999999999,4.48684052874645e-15,1.25146470963955e-09,5.04512712647275e-15,0,1
141,State2_Mild,1.5,6,0.248189,9,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00141_seed009_sev100_Hs150_Tp600.csv,1200000,1200000,0,1.97906047105789e-09,2.60727428634876e-15,0,1
142,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00142_seed009_sev080_Hs150_Tp600.csv,960000,959999.999999997,3.03164900590976e-15,2.09547579288483e-09,3.0988543487314e-15,0,1
143,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00143_seed009_sev060_Hs150_Tp600.csv,720000,719999.999999998,2.58700715170966e-15,1.74622982740402e-09,2.99942473937844e-15,0,1
144,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00144_seed009_sev040_Hs150_Tp600.csv,480000,479999.999999999,1.81898940354586e-15,1.51339918375015e-09,3.33004580076158e-15,0,1
145,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00145_seed009_sev020_Hs150_Tp600.csv,240000,240000,1.09139364212751e-15,1.41153577715158e-09,5.21175077082031e-15,0,1
146,State2_Mild,1.5,6,0.248189,10,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00146_seed010_sev100_Hs150_Tp600.csv,1200000,1200000,2.52233197291692e-15,1.74622982740402e-09,2.51629334121299e-15,0,1
147,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00147_seed010_sev080_Hs150_Tp600.csv,960000,960000,4.85063840945562e-16,1.62981450557709e-09,2.63592275239836e-15,0,1
148,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00148_seed010_sev060_Hs150_Tp600.csv,720000,719999.999999998,2.58700715170966e-15,1.45519152283669e-09,2.80498717657992e-15,0,1
149,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.4,480000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00149_seed010_sev040_Hs150_Tp600.csv,480000,479999.999999997,5.33570225040118e-15,1.46974343806505e-09,3.75268534416888e-15,0,1
150,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.2,240000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00150_seed010_sev020_Hs150_Tp600.csv,240000,240000,1.81898940354586e-15,1.36788003146648e-09,5.94847085257455e-15,0,1
151,State2_Mild,1.5,6,0.248189,11,train,healthy,1,1200000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00151_seed011_sev100_Hs150_Tp600.csv,1200000,1200000,3.29843411842982e-15,1.74622982740402e-09,2.48748591500541e-15,0,1
152,State2_Mild,1.5,6,0.248189,11,train,pto_damping_loss,0.8,960000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00152_seed011_sev080_Hs150_Tp600.csv,960000,959999.999999999,8.48861721654733e-16,1.51339918375015e-09,2.41867782796436e-15,0,1
153,State2_Mild,1.5,6,0.248189,11,train,pto_damping_loss,0.6,720000,C:\Users\Vissal\Downloads\New_WEC_Fault_detection\WEC-Sim\demostage\Matlab\reference_ar_hstp_project\dataset_reference_ideal\run00153_seed011_sev060_Hs150_Tp600.csv,720000,719999.999999998,3.39544688661893e-15,1.33877620100975e-09,2.53737303587289e-15,0,1
