runID,stateName,Hs,Tp,stateProbability,phaseSeed,split,faultName,severity,Bfault_NsPm
339,State4_LongPeriodSwell,1.6,10,0.109868,8,train,pto_damping_loss,0.4,480000
340,State4_LongPeriodSwell,1.6,10,0.109868,8,train,pto_damping_loss,0.2,240000
341,State4_LongPeriodSwell,1.6,10,0.109868,9,train,healthy,1,1200000
342,State4_LongPeriodSwell,1.6,10,0.109868,9,train,pto_damping_loss,0.8,960000
343,State4_LongPeriodSwell,1.6,10,0.109868,9,train,pto_damping_loss,0.6,720000
344,State4_LongPeriodSwell,1.6,10,0.109868,9,train,pto_damping_loss,0.4,480000
345,State4_LongPeriodSwell,1.6,10,0.109868,9,train,pto_damping_loss,0.2,240000
346,State4_LongPeriodSwell,1.6,10,0.109868,10,train,healthy,1,1200000
347,State4_LongPeriodSwell,1.6,10,0.109868,10,train,pto_damping_loss,0.8,960000
348,State4_LongPeriodSwell,1.6,10,0.109868,10,train,pto_damping_loss,0.6,720000
349,State4_LongPeriodSwell,1.6,10,0.109868,10,train,pto_damping_loss,0.4,480000
350,State4_LongPeriodSwell,1.6,10,0.109868,10,train,pto_damping_loss,0.2,240000
351,State4_LongPeriodSwell,1.6,10,0.109868,11,train,healthy,1,1200000
352,State4_LongPeriodSwell,1.6,10,0.109868,11,train,pto_damping_loss,0.8,960000
353,State4_LongPeriodSwell,1.6,10,0.109868,11,train,pto_damping_loss,0.6,720000
354,State4_LongPeriodSwell,1.6,10,0.109868,11,train,pto_damping_loss,0.4,480000
355,State4_LongPeriodSwell,1.6,10,0.109868,11,train,pto_damping_loss,0.2,240000
356,State4_LongPeriodSwell,1.6,10,0.109868,12,train,healthy,1,1200000
357,State4_LongPeriodSwell,1.6,10,0.109868,12,train,pto_damping_loss,0.8,960000
358,State4_LongPeriodSwell,1.6,10,0.109868,12,train,pto_damping_loss,0.6,720000
359,State4_LongPeriodSwell,1.6,10,0.109868,12,train,pto_damping_loss,0.4,480000
360,State4_LongPeriodSwell,1.6,10,0.109868,12,train,pto_damping_loss,0.2,240000
361,State4_LongPeriodSwell,1.6,10,0.109868,13,validation,healthy,1,1200000
362,State4_LongPeriodSwell,1.6,10,0.109868,13,validation,pto_damping_loss,0.8,960000
363,State4_LongPeriodSwell,1.6,10,0.109868,13,validation,pto_damping_loss,0.6,720000
364,State4_LongPeriodSwell,1.6,10,0.109868,13,validation,pto_damping_loss,0.4,480000
365,State4_LongPeriodSwell,1.6,10,0.109868,13,validation,pto_damping_loss,0.2,240000
366,State4_LongPeriodSwell,1.6,10,0.109868,14,validation,healthy,1,1200000
367,State4_LongPeriodSwell,1.6,10,0.109868,14,validation,pto_damping_loss,0.8,960000
368,State4_LongPeriodSwell,1.6,10,0.109868,14,validation,pto_damping_loss,0.6,720000
369,State4_LongPeriodSwell,1.6,10,0.109868,14,validation,pto_damping_loss,0.4,480000
370,State4_LongPeriodSwell,1.6,10,0.109868,14,validation,pto_damping_loss,0.2,240000
371,State4_LongPeriodSwell,1.6,10,0.109868,15,validation,healthy,1,1200000
372,State4_LongPeriodSwell,1.6,10,0.109868,15,validation,pto_damping_loss,0.8,960000
373,State4_LongPeriodSwell,1.6,10,0.109868,15,validation,pto_damping_loss,0.6,720000
374,State4_LongPeriodSwell,1.6,10,0.109868,15,validation,pto_damping_loss,0.4,480000
375,State4_LongPeriodSwell,1.6,10,0.109868,15,validation,pto_damping_loss,0.2,240000
376,State4_LongPeriodSwell,1.6,10,0.109868,16,validation,healthy,1,1200000
377,State4_LongPeriodSwell,1.6,10,0.109868,16,validation,pto_damping_loss,0.8,960000
378,State4_LongPeriodSwell,1.6,10,0.109868,16,validation,pto_damping_loss,0.6,720000
379,State4_LongPeriodSwell,1.6,10,0.109868,16,validation,pto_damping_loss,0.4,480000
380,State4_LongPeriodSwell,1.6,10,0.109868,16,validation,pto_damping_loss,0.2,240000
381,State4_LongPeriodSwell,1.6,10,0.109868,17,test,healthy,1,1200000
382,State4_LongPeriodSwell,1.6,10,0.109868,17,test,pto_damping_loss,0.8,960000
383,State4_LongPeriodSwell,1.6,10,0.109868,17,test,pto_damping_loss,0.6,720000
384,State4_LongPeriodSwell,1.6,10,0.109868,17,test,pto_damping_loss,0.4,480000
385,State4_LongPeriodSwell,1.6,10,0.109868,17,test,pto_damping_loss,0.2,240000
386,State4_LongPeriodSwell,1.6,10,0.109868,18,test,healthy,1,1200000
387,State4_LongPeriodSwell,1.6,10,0.109868,18,test,pto_damping_loss,0.8,960000
388,State4_LongPeriodSwell,1.6,10,0.109868,18,test,pto_damping_loss,0.6,720000
389,State4_LongPeriodSwell,1.6,10,0.109868,18,test,pto_damping_loss,0.4,480000
390,State4_LongPeriodSwell,1.6,10,0.109868,18,test,pto_damping_loss,0.2,240000
391,State4_LongPeriodSwell,1.6,10,0.109868,19,test,healthy,1,1200000
392,State4_LongPeriodSwell,1.6,10,0.109868,19,test,pto_damping_loss,0.8,960000
393,State4_LongPeriodSwell,1.6,10,0.109868,19,test,pto_damping_loss,0.6,720000
394,State4_LongPeriodSwell,1.6,10,0.109868,19,test,pto_damping_loss,0.4,480000
395,State4_LongPeriodSwell,1.6,10,0.109868,19,test,pto_damping_loss,0.2,240000
396,State4_LongPeriodSwell,1.6,10,0.109868,20,test,healthy,1,1200000
397,State4_LongPeriodSwell,1.6,10,0.109868,20,test,pto_damping_loss,0.8,960000
398,State4_LongPeriodSwell,1.6,10,0.109868,20,test,pto_damping_loss,0.6,720000
399,State4_LongPeriodSwell,1.6,10,0.109868,20,test,pto_damping_loss,0.4,480000
400,State4_LongPeriodSwell,1.6,10,0.109868,20,test,pto_damping_loss,0.2,240000
401,State5_Moderate,2.2,8.3,0.181461,1,train,healthy,1,1200000
402,State5_Moderate,2.2,8.3,0.181461,1,train,pto_damping_loss,0.8,960000
403,State5_Moderate,2.2,8.3,0.181461,1,train,pto_damping_loss,0.6,720000
404,State5_Moderate,2.2,8.3,0.181461,1,train,pto_damping_loss,0.4,480000
405,State5_Moderate,2.2,8.3,0.181461,1,train,pto_damping_loss,0.2,240000
406,State5_Moderate,2.2,8.3,0.181461,2,train,healthy,1,1200000
407,State5_Moderate,2.2,8.3,0.181461,2,train,pto_damping_loss,0.8,960000
408,State5_Moderate,2.2,8.3,0.181461,2,train,pto_damping_loss,0.6,720000
409,State5_Moderate,2.2,8.3,0.181461,2,train,pto_damping_loss,0.4,480000
410,State5_Moderate,2.2,8.3,0.181461,2,train,pto_damping_loss,0.2,240000
411,State5_Moderate,2.2,8.3,0.181461,3,train,healthy,1,1200000
412,State5_Moderate,2.2,8.3,0.181461,3,train,pto_damping_loss,0.8,960000
413,State5_Moderate,2.2,8.3,0.181461,3,train,pto_damping_loss,0.6,720000
414,State5_Moderate,2.2,8.3,0.181461,3,train,pto_damping_loss,0.4,480000
415,State5_Moderate,2.2,8.3,0.181461,3,train,pto_damping_loss,0.2,240000
416,State5_Moderate,2.2,8.3,0.181461,4,train,healthy,1,1200000
417,State5_Moderate,2.2,8.3,0.181461,4,train,pto_damping_loss,0.8,960000
418,State5_Moderate,2.2,8.3,0.181461,4,train,pto_damping_loss,0.6,720000
419,State5_Moderate,2.2,8.3,0.181461,4,train,pto_damping_loss,0.4,480000
420,State5_Moderate,2.2,8.3,0.181461,4,train,pto_damping_loss,0.2,240000
421,State5_Moderate,2.2,8.3,0.181461,5,train,healthy,1,1200000
422,State5_Moderate,2.2,8.3,0.181461,5,train,pto_damping_loss,0.8,960000
423,State5_Moderate,2.2,8.3,0.181461,5,train,pto_damping_loss,0.6,720000
424,State5_Moderate,2.2,8.3,0.181461,5,train,pto_damping_loss,0.4,480000
425,State5_Moderate,2.2,8.3,0.181461,5,train,pto_damping_loss,0.2,240000
426,State5_Moderate,2.2,8.3,0.181461,6,train,healthy,1,1200000
427,State5_Moderate,2.2,8.3,0.181461,6,train,pto_damping_loss,0.8,960000
428,State5_Moderate,2.2,8.3,0.181461,6,train,pto_damping_loss,0.6,720000
429,State5_Moderate,2.2,8.3,0.181461,6,train,pto_damping_loss,0.4,480000
430,State5_Moderate,2.2,8.3,0.181461,6,train,pto_damping_loss,0.2,240000
431,State5_Moderate,2.2,8.3,0.181461,7,train,healthy,1,1200000
432,State5_Moderate,2.2,8.3,0.181461,7,train,pto_damping_loss,0.8,960000
433,State5_Moderate,2.2,8.3,0.181461,7,train,pto_damping_loss,0.6,720000
434,State5_Moderate,2.2,8.3,0.181461,7,train,pto_damping_loss,0.4,480000
435,State5_Moderate,2.2,8.3,0.181461,7,train,pto_damping_loss,0.2,240000
436,State5_Moderate,2.2,8.3,0.181461,8,train,healthy,1,1200000
437,State5_Moderate,2.2,8.3,0.181461,8,train,pto_damping_loss,0.8,960000
438,State5_Moderate,2.2,8.3,0.181461,8,train,pto_damping_loss,0.6,720000
439,State5_Moderate,2.2,8.3,0.181461,8,train,pto_damping_loss,0.4,480000
440,State5_Moderate,2.2,8.3,0.181461,8,train,pto_damping_loss,0.2,240000
441,State5_Moderate,2.2,8.3,0.181461,9,train,healthy,1,1200000
442,State5_Moderate,2.2,8.3,0.181461,9,train,pto_damping_loss,0.8,960000
443,State5_Moderate,2.2,8.3,0.181461,9,train,pto_damping_loss,0.6,720000
444,State5_Moderate,2.2,8.3,0.181461,9,train,pto_damping_loss,0.4,480000
445,State5_Moderate,2.2,8.3,0.181461,9,train,pto_damping_loss,0.2,240000
446,State5_Moderate,2.2,8.3,0.181461,10,train,healthy,1,1200000
447,State5_Moderate,2.2,8.3,0.181461,10,train,pto_damping_loss,0.8,960000
448,State5_Moderate,2.2,8.3,0.181461,10,train,pto_damping_loss,0.6,720000
449,State5_Moderate,2.2,8.3,0.181461,10,train,pto_damping_loss,0.4,480000
450,State5_Moderate,2.2,8.3,0.181461,10,train,pto_damping_loss,0.2,240000
451,State5_Moderate,2.2,8.3,0.181461,11,train,healthy,1,1200000
452,State5_Moderate,2.2,8.3,0.181461,11,train,pto_damping_loss,0.8,960000
453,State5_Moderate,2.2,8.3,0.181461,11,train,pto_damping_loss,0.6,720000
454,State5_Moderate,2.2,8.3,0.181461,11,train,pto_damping_loss,0.4,480000
455,State5_Moderate,2.2,8.3,0.181461,11,train,pto_damping_loss,0.2,240000
456,State5_Moderate,2.2,8.3,0.181461,12,train,healthy,1,1200000
457,State5_Moderate,2.2,8.3,0.181461,12,train,pto_damping_loss,0.8,960000
458,State5_Moderate,2.2,8.3,0.181461,12,train,pto_damping_loss,0.6,720000
459,State5_Moderate,2.2,8.3,0.181461,12,train,pto_damping_loss,0.4,480000
460,State5_Moderate,2.2,8.3,0.181461,12,train,pto_damping_loss,0.2,240000
461,State5_Moderate,2.2,8.3,0.181461,13,validation,healthy,1,1200000
462,State5_Moderate,2.2,8.3,0.181461,13,validation,pto_damping_loss,0.8,960000
463,State5_Moderate,2.2,8.3,0.181461,13,validation,pto_damping_loss,0.6,720000
464,State5_Moderate,2.2,8.3,0.181461,13,validation,pto_damping_loss,0.4,480000
465,State5_Moderate,2.2,8.3,0.181461,13,validation,pto_damping_loss,0.2,240000
466,State5_Moderate,2.2,8.3,0.181461,14,validation,healthy,1,1200000
467,State5_Moderate,2.2,8.3,0.181461,14,validation,pto_damping_loss,0.8,960000
468,State5_Moderate,2.2,8.3,0.181461,14,validation,pto_damping_loss,0.6,720000
469,State5_Moderate,2.2,8.3,0.181461,14,validation,pto_damping_loss,0.4,480000
470,State5_Moderate,2.2,8.3,0.181461,14,validation,pto_damping_loss,0.2,240000
471,State5_Moderate,2.2,8.3,0.181461,15,validation,healthy,1,1200000
472,State5_Moderate,2.2,8.3,0.181461,15,validation,pto_damping_loss,0.8,960000
473,State5_Moderate,2.2,8.3,0.181461,15,validation,pto_damping_loss,0.6,720000
474,State5_Moderate,2.2,8.3,0.181461,15,validation,pto_damping_loss,0.4,480000
475,State5_Moderate,2.2,8.3,0.181461,15,validation,pto_damping_loss,0.2,240000
476,State5_Moderate,2.2,8.3,0.181461,16,validation,healthy,1,1200000
477,State5_Moderate,2.2,8.3,0.181461,16,validation,pto_damping_loss,0.8,960000
478,State5_Moderate,2.2,8.3,0.181461,16,validation,pto_damping_loss,0.6,720000
479,State5_Moderate,2.2,8.3,0.181461,16,validation,pto_damping_loss,0.4,480000
480,State5_Moderate,2.2,8.3,0.181461,16,validation,pto_damping_loss,0.2,240000
481,State5_Moderate,2.2,8.3,0.181461,17,test,healthy,1,1200000
482,State5_Moderate,2.2,8.3,0.181461,17,test,pto_damping_loss,0.8,960000
483,State5_Moderate,2.2,8.3,0.181461,17,test,pto_damping_loss,0.6,720000
484,State5_Moderate,2.2,8.3,0.181461,17,test,pto_damping_loss,0.4,480000
485,State5_Moderate,2.2,8.3,0.181461,17,test,pto_damping_loss,0.2,240000
486,State5_Moderate,2.2,8.3,0.181461,18,test,healthy,1,1200000
487,State5_Moderate,2.2,8.3,0.181461,18,test,pto_damping_loss,0.8,960000
488,State5_Moderate,2.2,8.3,0.181461,18,test,pto_damping_loss,0.6,720000
489,State5_Moderate,2.2,8.3,0.181461,18,test,pto_damping_loss,0.4,480000
490,State5_Moderate,2.2,8.3,0.181461,18,test,pto_damping_loss,0.2,240000
491,State5_Moderate,2.2,8.3,0.181461,19,test,healthy,1,1200000
492,State5_Moderate,2.2,8.3,0.181461,19,test,pto_damping_loss,0.8,960000
493,State5_Moderate,2.2,8.3,0.181461,19,test,pto_damping_loss,0.6,720000
494,State5_Moderate,2.2,8.3,0.181461,19,test,pto_damping_loss,0.4,480000
495,State5_Moderate,2.2,8.3,0.181461,19,test,pto_damping_loss,0.2,240000
496,State5_Moderate,2.2,8.3,0.181461,20,test,healthy,1,1200000
497,State5_Moderate,2.2,8.3,0.181461,20,test,pto_damping_loss,0.8,960000
498,State5_Moderate,2.2,8.3,0.181461,20,test,pto_damping_loss,0.6,720000
499,State5_Moderate,2.2,8.3,0.181461,20,test,pto_damping_loss,0.4,480000
500,State5_Moderate,2.2,8.3,0.181461,20,test,pto_damping_loss,0.2,240000
